song_file,instrument,piece,start_bar,end_bar,sustain_ratio,low_oct_ratio,mid_oct_ratio,high_oct_ratio,lukabad_density,paren_ratio,transition_entropy
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,297,312,0.140625,0.03636363636363636,0.7090909090909091,0.2545454545454545,0.0,0.0,5.048243018531967
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,305,320,0.15625,0.18518518518518517,0.7222222222222222,0.09259259259259259,0.0,0.0,5.020697978952451
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,313,328,0.12121212121212122,0.1896551724137931,0.7068965517241379,0.10344827586206896,0.125,0.0,5.193532382552653
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,321,336,0.12121212121212122,0.034482758620689655,0.7931034482758621,0.1724137931034483,0.125,0.0,4.898743775495265
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,329,344,0.203125,0.0392156862745098,0.6862745098039216,0.27450980392156865,0.0,0.0,4.722747186362498
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,337,352,0.171875,0.05660377358490566,0.7735849056603774,0.16981132075471697,0.0,0.0,4.792689598371491
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,345,360,0.0,0.171875,0.71875,0.109375,0.0,0.0,4.945223574156205
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,353,368,0.125,0.16071428571428573,0.6071428571428571,0.23214285714285715,0.0,0.0,5.286648574224885
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,361,376,0.3787878787878788,0.0,0.7560975609756098,0.24390243902439024,0.125,0.0,4.566534113288598
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,369,384,0.2878787878787879,0.02127659574468085,0.6382978723404256,0.3404255319148936,0.125,0.0,4.987226082026236
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,377,392,0.03125,0.016129032258064516,0.43548387096774194,0.5483870967741935,0.0,0.0,4.599964051544885
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,385,400,0.0,0.0,0.5,0.5,0.0,0.0,4.397915544351225
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,393,408,0.0,0.1875,0.609375,0.203125,0.0,0.0,4.995148130151865
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,401,416,0.25,0.2916666666666667,0.6041666666666666,0.10416666666666667,0.0,0.0,4.992532304177573
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,409,424,0.4696969696969697,0.17142857142857143,0.7142857142857143,0.11428571428571428,0.125,0.0,4.60802689930696
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,417,432,0.43283582089552236,0.15789473684210525,0.6052631578947368,0.23684210526315788,0.1875,0.0,4.8663849381182365
สาธุการ ปี่.xlsx,ขลุ่ย-ปี่,สาธุการ,425,440,0.4153846153846154,0.18421052631578946,0.5526315789473685,0.2631578947368421,0.0625,0.0,4.807753710565654
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,1,16,0.27941176470588236,0.0,0.7551020408163265,0.24489795918367346,0.1875,0.0,4.911102951871888
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,9,24,0.20588235294117646,0.0,0.7222222222222222,0.2777777777777778,0.1875,0.0,5.155349638089803
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,17,32,0.09230769230769231,0.0,0.8305084745762712,0.1694915254237288,0.0625,0.0,4.878524413893479
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,25,40,0.07692307692307693,0.0,0.8,0.2,0.0625,0.0,4.866729296672175
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,33,48,0.16923076923076924,0.0,0.6296296296296297,0.37037037037037035,0.0625,0.0,5.073684179450871
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,41,56,0.35384615384615387,0.0,0.6428571428571429,0.35714285714285715,0.0625,0.0,4.121268266288633
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,49,64,0.234375,0.0,0.7755102040816326,0.22448979591836735,0.0,0.0,4.528324169291276
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,57,72,0.0625,0.0,0.75,0.25,0.0,0.0,4.59181623278334
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,65,80,0.140625,0.0,0.6909090909090909,0.3090909090909091,0.0,0.0,4.792689598371492
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,73,88,0.25,0.0,0.7291666666666666,0.2708333333333333,0.0,0.0,4.886342527417368
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,81,96,0.26153846153846155,0.0,0.9583333333333334,0.041666666666666664,0.0625,0.0,4.508063383509937
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,89,104,0.09230769230769231,0.0,1.0,0.0,0.0625,0.0,4.227719969293429
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,97,112,0.0,0.0,0.90625,0.09375,0.0,0.0,4.536515543015657
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,105,120,0.045454545454545456,0.0,0.7777777777777778,0.2222222222222222,0.0625,0.0,5.089611036365522
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,113,128,0.10606060606060606,0.0,0.8305084745762712,0.1694915254237288,0.0625,0.0,5.164299543631266
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,121,136,0.265625,0.0,0.8297872340425532,0.1702127659574468,0.0,0.0,5.159664447240759
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,129,144,0.35384615384615387,0.0,0.8571428571428571,0.14285714285714285,0.0625,0.0,4.671569531114783
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,137,152,0.36923076923076925,0.0,0.8780487804878049,0.12195121951219512,0.0625,0.0,4.533617633875558
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,145,160,0.34375,0.0,0.8095238095238095,0.19047619047619047,0.0,0.0,4.697861527720111
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,153,168,0.3384615384615385,0.0,0.7906976744186046,0.20930232558139536,0.0625,0.0,4.521168704467279
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,161,176,0.3384615384615385,0.0,0.8372093023255814,0.16279069767441862,0.0625,0.0,4.878524413893479
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,169,184,0.25,0.0,0.9583333333333334,0.041666666666666664,0.0,0.0,4.189514995196888
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,177,192,0.234375,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,4.857766828055776
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,185,200,0.171875,0.0,0.5849056603773585,0.41509433962264153,0.0,0.0,4.772925907929644
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,193,208,0.140625,0.0,0.6181818181818182,0.38181818181818183,0.0,0.0,4.80047094750916
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,201,216,0.09375,0.0,0.896551724137931,0.10344827586206896,0.0,0.0,4.625923924932182
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,209,224,0.015625,0.0,0.9206349206349206,0.07936507936507936,0.0,0.0,4.373540837156148
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,217,232,0.109375,0.0,0.7368421052631579,0.2631578947368421,0.0,0.0,4.83022178847626
แขกมอญบางช้าง เถา ขลุ่ยเพียงออ.xlsx,ขลุ่ย-ปี่,แขกมอญบางช้าง,225,240,0.234375,0.0,0.6122448979591837,0.3877551020408163,0.0,0.0,4.7911044321792735
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,1,16,0.425,0.0,0.5869565217391305,0.41304347826086957,0.4375,0.0,4.41705195234595
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,9,24,0.4931506849315068,0.0,0.8108108108108109,0.1891891891891892,0.25,0.0,3.805390819533448
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,17,32,0.40625,0.02631578947368421,0.5263157894736842,0.4473684210526316,0.0,0.0,4.10302278009332
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,25,40,0.36923076923076925,0.024390243902439025,0.6341463414634146,0.34146341463414637,0.0625,0.0,4.474642047769037
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,33,48,0.5,0.0,0.8823529411764706,0.11764705882352941,0.125,0.0,3.8471173177353535
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,41,56,0.23880597014925373,0.0,0.5294117647058824,0.47058823529411764,0.0625,0.0,4.743659703722632
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,49,64,0.109375,0.0,0.5087719298245614,0.49122807017543857,0.0,0.0,4.863963011001224
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,57,72,0.265625,0.0,0.6170212765957447,0.3829787234042553,0.0,0.0,4.602213407895301
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,65,80,0.34782608695652173,0.0,0.6888888888888889,0.3111111111111111,0.1875,0.0,4.664186315394299
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,73,88,0.36065573770491804,0.1282051282051282,0.7435897435897436,0.1282051282051282,0.1875,0.125,4.873987788091233
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,81,96,0.39285714285714285,0.14705882352941177,0.7647058823529411,0.08823529411764706,0.0,0.125,4.384764369649506
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,89,104,0.2916666666666667,0.0,0.9411764705882353,0.058823529411764705,0.0,0.25,4.234608000245557
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,97,112,0.16666666666666666,0.0,0.775,0.225,0.0,0.25,4.453005074851736
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,105,120,0.3125,0.0,0.6590909090909091,0.3409090909090909,0.0,0.0,4.540306510595459
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,113,128,0.3125,0.0,0.6590909090909091,0.3409090909090909,0.0,0.0,4.5708774007359825
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,121,136,0.28125,0.0,0.7391304347826086,0.2608695652173913,0.0,0.0,4.436521949200902
โหมโรงมหาฤกษ์ ขลุ่ย.xlsx,ขลุ่ย-ปี่,โหมโรงมหาฤกษ์,129,144,0.484375,0.0,0.7878787878787878,0.21212121212121213,0.0,0.0,4.045726899546703
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,1,16,0.36923076923076925,0.07317073170731707,0.7073170731707317,0.21951219512195122,0.0625,0.0,4.583668704467279
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,9,24,0.28125,0.06521739130434782,0.43478260869565216,0.5,0.0,0.0,5.056024367669634
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,17,32,0.171875,0.018867924528301886,0.7169811320754716,0.2641509433962264,0.0,0.0,4.856181661863556
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,25,40,0.03125,0.14516129032258066,0.8548387096774194,0.0,0.0,0.0,4.474608645715814
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,33,48,0.203125,0.21568627450980393,0.7647058823529411,0.0196078431372549,0.0,0.0,5.008715637648268
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,41,56,0.4,0.1282051282051282,0.8461538461538461,0.02564102564102564,0.0625,0.0,4.551512118683787
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,49,64,0.38461538461538464,0.15,0.75,0.1,0.0625,0.0,4.6617384298164914
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,57,72,0.375,0.125,0.775,0.1,0.0,0.0,4.555869208870794
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,65,80,0.4375,0.027777777777777776,0.8055555555555556,0.16666666666666666,0.0,0.0,4.138672083471546
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,73,88,0.40625,0.0,0.631578947368421,0.3684210526315789,0.0,0.0,4.331764099922031
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,81,96,0.2647058823529412,0.02,0.8,0.18,0.25,0.0,4.629688728405122
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,89,104,0.11594202898550725,0.01639344262295082,0.8032786885245902,0.18032786885245902,0.3125,0.25,5.019386510616654
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,97,112,0.12307692307692308,0.0,0.7543859649122807,0.24561403508771928,0.0625,0.25,4.540873781480403
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,105,120,0.375,0.0,0.75,0.25,0.0,0.0,4.504359486682912
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,113,128,0.4375,0.1111111111111111,0.6111111111111112,0.2777777777777778,0.0,0.0,4.200322194895564
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,121,136,0.4375,0.1111111111111111,0.6388888888888888,0.25,0.0,0.0,4.402780726675935
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,129,144,0.46875,0.0,0.47058823529411764,0.5294117647058824,0.0,0.0,4.2578748613180055
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,137,152,0.453125,0.02857142857142857,0.5142857142857142,0.45714285714285713,0.0,0.0,4.354441336872495
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,145,160,0.4375,0.08333333333333333,0.8055555555555556,0.1111111111111111,0.0,0.0,4.343125806030852
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,153,168,0.421875,0.05405405405405406,0.8108108108108109,0.13513513513513514,0.0,0.0,4.32719663813164
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,161,176,0.4375,0.0,0.5277777777777778,0.4722222222222222,0.0,0.0,3.9652975821957326
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,169,184,0.375,0.0,0.475,0.525,0.0,0.0,4.277638551759855
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,177,192,0.375,0.0,0.775,0.225,0.0,0.0,4.639745598000068
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,185,200,0.4375,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,4.520952844740322
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,193,208,0.46153846153846156,0.0,0.6571428571428571,0.34285714285714286,0.0625,0.0,4.396418898701708
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,201,216,0.4153846153846154,0.0,0.6842105263157895,0.3157894736842105,0.0625,0.0,4.521418898701707
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,209,224,0.3384615384615385,0.023255813953488372,0.6976744186046512,0.27906976744186046,0.0625,0.0,4.8712682662886335
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,217,232,0.3230769230769231,0.022727272727272728,0.7045454545454546,0.2727272727272727,0.0625,0.0,4.900304056131191
กล่อมนารี เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,กล่อมนารี,225,240,0.28125,0.0,0.5869565217391305,0.41304347826086957,0.0,0.0,4.695866336941178
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,1,16,0.2923076923076923,0.0,0.6956521739130435,0.30434782608695654,0.0625,0.0,4.628524413893479
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,9,24,0.35384615384615387,0.0,0.42857142857142855,0.5714285714285714,0.0625,0.0,4.880488429816492
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,17,32,0.421875,0.0,0.5675675675675675,0.43243243243243246,0.0,0.0,4.5662663839827555
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,25,40,0.4375,0.0,0.5833333333333334,0.4166666666666667,0.0,0.0,4.377375359698786
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,33,48,0.4461538461538462,0.0,0.4166666666666667,0.5833333333333334,0.0625,0.0,4.415873781480404
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,41,56,0.46153846153846156,0.0,0.45714285714285713,0.5428571428571428,0.0625,0.0,4.503274219659049
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,49,64,0.46875,0.0,0.47058823529411764,0.5294117647058824,0.0,0.0,4.283167924242764
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,57,72,0.546875,0.0,0.5517241379310345,0.4482758620689655,0.0,0.0,4.211227450292405
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,65,80,0.46153846153846156,0.0,0.5428571428571428,0.45714285714285713,0.0625,0.0,4.377620407472074
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,73,88,0.35384615384615387,0.0,0.42857142857142855,0.5714285714285714,0.0625,0.0,4.880488429816492
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,81,96,0.421875,0.0,0.5675675675675675,0.43243243243243246,0.0,0.0,4.5662663839827555
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,89,104,0.47692307692307695,0.029411764705882353,0.7058823529411765,0.2647058823529412,0.0625,0.0,4.303979102437746
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,97,112,0.4307692307692308,0.02702702702702703,0.6486486486486487,0.32432432432432434,0.0625,0.0,4.619707868318166
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,105,120,0.421875,0.0,0.5675675675675675,0.43243243243243246,0.0,0.0,4.518957653961389
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,113,128,0.5625,0.0,0.39285714285714285,0.6071428571428571,0.0,0.0,3.9092398313853396
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,121,136,0.5384615384615384,0.0,0.5333333333333333,0.4666666666666667,0.0625,0.0,4.163473574056652
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,129,144,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0625,0.0,4.721117633875558
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,137,152,0.3125,0.0,0.7727272727272727,0.22727272727272727,0.0,0.0,5.004514645481754
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,145,160,0.375,0.0,0.75,0.25,0.0,0.0,4.658888653246557
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,153,168,0.40625,0.0,0.7368421052631579,0.2631578947368421,0.0,0.0,4.632374273449113
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,161,176,0.3125,0.0,0.8636363636363636,0.13636363636363635,0.0,0.0,4.3489771803572
จีนขิมเล็ก เถา ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,จีนขิมเล็ก,169,184,0.25,0.0,0.7083333333333334,0.2916666666666667,0.0,0.0,4.843535130401177
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,1,16,0.234375,0.04081632653061224,0.7551020408163265,0.20408163265306123,0.0,0.0,4.9196737253556195
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,9,24,0.265625,0.0,0.6170212765957447,0.3829787234042553,0.0,0.0,5.020697978952449
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,17,32,0.265625,0.0,0.6170212765957447,0.3829787234042553,0.0,0.0,5.020697978952449
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,25,40,0.296875,0.08888888888888889,0.6666666666666666,0.24444444444444444,0.0,0.0,4.779122090875091
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,33,48,0.34375,0.21428571428571427,0.6190476190476191,0.16666666666666666,0.0,0.0,4.776506264900797
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,41,56,0.36923076923076925,0.12195121951219512,0.6585365853658537,0.21951219512195122,0.0625,0.0,4.917434179450871
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,49,64,0.2153846153846154,0.0196078431372549,0.803921568627451,0.17647058823529413,0.0625,0.0,4.954783547037795
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,57,72,0.1875,0.09615384615384616,0.7692307692307693,0.1346153846153846,0.0,0.0,5.046657852339747
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,65,80,0.34375,0.21428571428571427,0.6190476190476191,0.16666666666666666,0.0,0.0,4.776506264900797
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,73,88,0.4,0.1282051282051282,0.5641025641025641,0.3076923076923077,0.0625,0.0,4.777518266288633
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,81,96,0.38461538461538464,0.0,0.5,0.5,0.0625,0.0,4.431554056131191
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,89,104,0.171875,0.018867924528301886,0.7924528301886793,0.18867924528301888,0.0,0.0,5.022693169731383
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,97,112,0.15625,0.018518518518518517,0.7222222222222222,0.25925925925925924,0.0,0.0,4.983165788847683
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,105,120,0.36923076923076925,0.0,0.4146341463414634,0.5853658536585366,0.0625,0.0,4.648382914624721
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,113,128,0.38461538461538464,0.125,0.525,0.35,0.0625,0.0,4.728373781480404
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,121,136,0.35384615384615387,0.16666666666666666,0.5476190476190477,0.2857142857142857,0.0625,0.0,4.7657231490673295
ตับต้นเพลงฉิ่ง ฆ้องวงใหญ่.xlsx,ฆ้องวงใหญ่,ตับต้นเพลงฉิ่ง,129,144,0.3939393939393939,0.125,0.575,0.3,0.125,0.0,4.662311997737563
